dataset_accession,matrix_file,platform,feature_id,gene_symbol_raw,gene_symbol,is_annotated_to_gene,duplicate_feature_count_for_gene,recommended_probe_collapse_rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BF,BF,BF,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD56,CD56,CD56,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GSK3B,GSK3B,GSK3B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KRT18,KRT18,KRT18,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BLVRA,BLVRA,BLVRA,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IRF8,IRF8,IRF8,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PRKCA,PRKCA,PRKCA,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ASH1L,ASH1L,ASH1L,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ELF5,ELF5,ELF5,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MTHFD2,MTHFD2,MTHFD2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TNFSF10,TNFSF10,TNFSF10,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GRHL3,GRHL3,GRHL3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,LGALS4,LGALS4,LGALS4,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CDH3,CDH3,CDH3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TUBA3C,TUBA3C,TUBA3C,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IRF9,IRF9,IRF9,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GranzymeB,GRANZYMEB,GRANZYMEB,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SCD1,SCD1,SCD1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FGF16,FGF16,FGF16,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NPEPPS,NPEPPS,NPEPPS,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,INPP4B,INPP4B,INPP4B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PRL,PRL,PRL,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CENPF,CENPF,CENPF,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PMM2,PMM2,PMM2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RSPO3,RSPO3,RSPO3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GASC1,GASC1,GASC1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MDM2,MDM2,MDM2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,REDD1,REDD1,REDD1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,eEF2K,EEF2K,EEF2K,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RNF103,RNF103,RNF103,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,COL4a2,COL4A2,COL4A2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NEO1,NEO1,NEO1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MYO5C,MYO5C,MYO5C,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CSF1,CSF1,CSF1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KLRC3,KLRC3,KLRC3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PTTG1,PTTG1,PTTG1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MCM3,MCM3,MCM3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KDM5A,KDM5A,KDM5A,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MEK2,MEK2,MEK2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SHCBP1,SHCBP1,SHCBP1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,Perforin,PERFORIN,PERFORIN,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD27,CD27,CD27,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,HPCAL1,HPCAL1,HPCAL1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,EVI2B,EVI2B,EVI2B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ATAD2,ATAD2,ATAD2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IGF2,IGF2,IGF2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PREP,PREP,PREP,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD123,CD123,CD123,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RSK (RPS6KA2),"","",no,,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IL8,IL8,IL8,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NID1,NID1,NID1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,STAT1,STAT1,STAT1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FcRH5,FCRH5,FCRH5,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,EMP3,EMP3,EMP3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RB1,RB1,RB1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CASP8,CASP8,CASP8,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MELK,MELK,MELK,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FGF1,FGF1,FGF1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,LOXL2,LOXL2,LOXL2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RBM47,RBM47,RBM47,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CDC42,CDC42,CDC42,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,Jun,JUN,JUN,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FOSL1,FOSL1,FOSL1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MAL2,MAL2,MAL2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,STMN1,STMN1,STMN1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ENG,ENG,ENG,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MLPH,MLPH,MLPH,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MCM10,MCM10,MCM10,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MAPK13,MAPK13,MAPK13,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BRD9,BRD9,BRD9,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CCNE2,CCNE2,CCNE2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,JAK2,JAK2,JAK2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FLJ22028,FLJ22028,FLJ22028,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,LRP8,LRP8,LRP8,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SOS1,SOS1,SOS1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CDCA1,CDCA1,CDCA1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ID1,ID1,ID1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GLUT3,GLUT3,GLUT3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ITGA5,ITGA5,ITGA5,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SRD5A1,SRD5A1,SRD5A1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FAM198B,FAM198B,FAM198B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,EFNA3,EFNA3,EFNA3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GPC4,GPC4,GPC4,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GCNT1_all,GCNT1_ALL,GCNT1_ALL,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CDC25A,CDC25A,CDC25A,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RHOD,RHOD,RHOD,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD33,CD33,CD33,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PRKCH,PRKCH,PRKCH,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ESR1,ESR1,ESR1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RAD21,RAD21,RAD21,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MANSC1,MANSC1,MANSC1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IL17F,IL17F,IL17F,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IRS2,IRS2,IRS2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GRB7,GRB7,GRB7,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CDCA7,CDCA7,CDCA7,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD20,CD20,CD20,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BCL2L2,BCL2L2,BCL2L2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MAPT,MAPT,MAPT,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TNFSF13B,TNFSF13B,TNFSF13B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SRC1,SRC1,SRC1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TSC2,TSC2,TSC2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CLL1,CLL1,CLL1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RhoGD1,RHOGD1,RHOGD1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CCL8,CCL8,CCL8,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,Notch3,NOTCH3,NOTCH3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RAB15,RAB15,RAB15,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD45RO,CD45RO,CD45RO,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PAK2,PAK2,PAK2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,HGF,HGF,HGF,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MKI67,MKI67,MKI67,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CD49f,CD49F,CD49F,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ARHGDIB,ARHGDIB,ARHGDIB,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TNKS,TNKS,TNKS,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ELF3,ELF3,ELF3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PDL1,PDL1,PDL1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PIM2,PIM2,PIM2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ANLN,ANLN,ANLN,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BID,BID,BID,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,EFNB2,EFNB2,EFNB2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RHOJ,RHOJ,RHOJ,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TMEFF2,TMEFF2,TMEFF2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SRC2,SRC2,SRC2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SLC39A6,SLC39A6,SLC39A6,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TP63,TP63,TP63,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FST,FST,FST,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RHOV,RHOV,RHOV,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FOXO3A,FOXO3A,FOXO3A,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SLIT2,SLIT2,SLIT2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MIA,MIA,MIA,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,JAK1,JAK1,JAK1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SGCB,SGCB,SGCB,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CAPN2,CAPN2,CAPN2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TCEAL1,TCEAL1,TCEAL1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IFI44,IFI44,IFI44,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ASNS,ASNS,ASNS,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TTF1,TTF1,TTF1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,NFKB1,NFKB1,NFKB1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GLS1(GACselective)-1,"","",no,,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FLJ10637,FLJ10637,FLJ10637,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MAP3K4,MAP3K4,MAP3K4,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BIM,BIM,BIM,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PLCG1,PLCG1,PLCG1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KRT14,KRT14,KRT14,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,eif4e,EIF4E,EIF4E,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CXCL11,CXCL11,CXCL11,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CCND2,CCND2,CCND2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BAX,BAX,BAX,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,TGFB2,TGFB2,TGFB2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PHGDH,PHGDH,PHGDH,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BMP2,BMP2,BMP2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,HPK1,HPK1,HPK1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GLS2,GLS2,GLS2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PAK3,PAK3,PAK3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,KIF23,KIF23,KIF23,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GFRA1,GFRA1,GFRA1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BTG2,BTG2,BTG2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,CDC20,CDC20,CDC20,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,VEGFR1,VEGFR1,VEGFR1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ECHDC1,ECHDC1,ECHDC1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FAP,FAP,FAP,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MCAM,MCAM,MCAM,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,GLDC,GLDC,GLDC,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,VAV3,VAV3,VAV3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,BAK1,BAK1,BAK1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SREBP2,SREBP2,SREBP2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,AURKA,AURKA,AURKA,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SHROOM3,SHROOM3,SHROOM3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FAM174B,FAM174B,FAM174B,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,E2F5,E2F5,E2F5,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,WHSC1L1,WHSC1L1,WHSC1L1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,RAD51C,RAD51C,RAD51C,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,EMSY,EMSY,EMSY,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,IFNg,IFNG,IFNG,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MEST,MEST,MEST,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,FGF3,FGF3,FGF3,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,MUC1,MUC1,MUC1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,SPRY2,SPRY2,SPRY2,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,ITGAM,ITGAM,ITGAM,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
GSE109710,GSE109710_series_matrix.txt.gz,GPL24546,PIK3IP1,PIK3IP1,PIK3IP1,yes,1,collapse duplicate probes only with an outcome-blind pre-specified rule
